Source,IslandID,TaxonOrig,GenusL69,SpeciesL69,,SpeciesID,SubspID,Sex,Plumage,,WingL,,,BeakH,,UBeakL,NUBkL
Lack CAS,SCru_Inde,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,F,,,54,,,4,,0,7
Lack CAS,SCru_Inde,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,F,,,52,,,4,,0,0
Lack CAS,SCru_Inde,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,F,,,55,,,4,,0,0
Lack CAS,SCru_Inde,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,F,,,54,,,4,,0,0
Lack CAS,SCru_Inde,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,F,,,51,,,4,,0,0
Lack CAS,Pnz_Dnc,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,M,,,52,,,4,,0,0
Lack CAS,Pnz_Dnc,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,M,,,51,,,4,,0,0
Lack CAS,Pnz_Dnc,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,M,,,52,,,4,,0,0
Lack CAS,Pnz_Dnc,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,F,,,56,,,0,,0,7
Lack CAS,Pnz_Dnc,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,F,,,50,,,4,,0,0
Lack CAS,Frn_Nrb,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,M,,,54,,,4,,0,0
Lack CAS,Frn_Nrb,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,M,,,56,,,4,,0,7
Lack CAS,Isa_Alb,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,M,,,53,,,3,,0,0
Lack CAS,Isa_Alb,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,M,,,54,,,4,,0,7
Lack CAS,Isa_Alb,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,M,,,52,,,4,,0,0
Lack CAS,Isa_Alb,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,M,,,52,,,0,,0,7
Lack CAS,Isa_Alb,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,F,,,52,,,0,,0,6
Lack CAS,Isa_Alb,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.oli,F,,,51,,,4,,0,7
Lack CAS,SFe_Brngt,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.bif,M,,,53,,,4,,0,0
Lack CAS,SFe_Brngt,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.bif,M,,,54,,,0,,0,7
Lack CAS,SFe_Brngt,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.bif,M,,,,,,0,,0,7
Lack CAS,SFe_Brngt,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.bif,M,,,,,,3,,0,0
Lack CAS,SFe_Brngt,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.bif,F,,,52,,,4,,0,0
Lack CAS,SFe_Brngt,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.bif,F,,,53,,,4,,0,0
Lack CAS,SFe_Brngt,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.bif,F,,,53,,,4,,0,0
Lack CAS,SCris_Chat,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.lut,M,,,54,,,4,,0,0
Lack CAS,SCris_Chat,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.lut,M,,,53,,,3,,0,0
Lack CAS,SCris_Chat,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.lut,M,,,52,,,4,,0,0
Lack CAS,SCris_Chat,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.lut,M,,,53,,,4,,0,7
Lack CAS,SCris_Chat,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.lut,M,,,,,,0,,0,7
Lack CAS,SCris_Chat,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.lut,M,,,54,,,4,,0,0
Lack CAS,SCris_Chat,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.lut,F,,,54,,,3,,0,0
Lack CAS,SCris_Chat,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.lut,F,,,54,,,4,,0,0
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.cin,M,,,54,,,4,,0,0
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.cin,M,,,53,,,4,,0,0
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.cin,M,,,54,,,4,,0,0
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.cin,M,,,53,,,0,,0,8
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.cin,M,,,54,,,4,,0,0
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.cin,F,,,53,,,4,,0,0
Lack CAS,Esp_Hd,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.cin,F,,,53,,,4,,0,0
Lack CAS,Flor_Chrl,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.rid,M,,,57,,,4,,0,0
Lack CAS,Flor_Chrl,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.rid,F,,,54,,,4,,0,0
Lack CAS,Flor_Chrl,Certhidea olivacea,Certhidea,olivacea,,Cer.oli,Cer.oli.rid,F,,,54,,,4,,0,0
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,70,,,6,,0,0
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,,,,0,,0,10
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,6,,0,0
Lack CAS,Unk,Geospiza nebulosa,Geospiza,difficilis,,Geo.dif,Geo.dif.neb,U,,,72,,,10,,0,0
Lack CAS,Unk,Geospiza nebulosa,Geospiza,difficilis,,Geo.dif,Geo.dif.neb,U,,,71,,,0,,0,11
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,75,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,77,,,0,,0,13
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,76,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,77,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,74,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,76,,,0,,0,12
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,75,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,76,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,74,,,0,,0,12
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,74,,,0,,0,13
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,76,,,8,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,77,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,73,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,71,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,74,,,0,,0,12
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,72,,,8,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,73,,,9,,0,0
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,70,,,0,,0,12
Lack CAS,Snti_Jams,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,70,,,8,,0,0
Lack CAS,Rab_Jrv,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,M,,,73,,,9,,0,0
Lack CAS,Rab_Jrv,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,M,,,72,,,0,,0,12
Lack CAS,Rab_Jrv,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,M,,,72,,,9,,0,0
Lack CAS,Rab_Jrv,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,F,,,71,,,9,,0,0
Lack CAS,Rab_Jrv,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,F,,,71,,,8,,0,0
Lack CAS,Rab_Jrv,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,F,,,71,,,9,,0,11
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,74,,,9,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,74,,,9,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,72,,,9,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,73,,,9,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,73,,,8,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,,,,9,,0,12
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,72,,,9,,0,12
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,M,,,74,,,9,,0,12
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,69,,,8,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,71,,,0,,0,12
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,67,,,8,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,72,,,8,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,70,,,0,,0,11
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,71,,,8,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,71,,,9,,0,12
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,72,,,0,,0,11
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,70,,,8,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,68,,,8,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,69,,,8,,0,0
Lack CAS,SCru_Inde,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pal,F,,,67,,,8,,0,10
Lack CAS,Pnz_Dnc,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,M,,,72,,,8,,0,0
Lack CAS,Pnz_Dnc,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,M,,,73,,,9,,0,0
Lack CAS,Pnz_Dnc,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,M,,,74,,,0,,0,12
Lack CAS,Pnz_Dnc,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,M,,,71,,,9,,0,11
Lack CAS,Pnz_Dnc,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,M,,,71,,,0,,0,11
Lack CAS,Pnz_Dnc,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,M,,,72,,,0,,0,12
Lack CAS,Pnz_Dnc,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,F,,,68,,,8,,0,0
Lack CAS,Pnz_Dnc,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.unc,F,,,69,,,9,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,75,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,75,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,73,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,69,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,70,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,70,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,68,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,70,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,72,,,0,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,74,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,70,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,73,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,70,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,70,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,69,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,73,,,0,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,70,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,73,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,74,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,73,,,0,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,0,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,10
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,74,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,73,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,73,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,0,,0,10
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,68,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,69,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,0,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,69,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,70,,,0,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,8,,0,10
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,70,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,71,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,72,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,73,,,9,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,77,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,M,,,73,,,0,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,69,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,71,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,70,,,0,,0,12
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,67,,,8,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,68,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,70,,,8,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,72,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,68,,,8,,0,11
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,69,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,66,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,70,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,68,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,70,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,70,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,69,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,67,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,69,,,7,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,67,,,8,,0,10
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,70,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,69,,,8,,0,10
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,71,,,8,,0,0
Lack CAS,Isa_Alb,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.pro,F,,,68,,,7,,0,0
Lack CAS,SCris_Chat,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.str,M,Black,,71,,,0,,0,10
Lack CAS,SCris_Chat,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.str,M,Black,,73,,,8,,0,0
Lack CAS,SCris_Chat,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.str,M,Black,,70,,,8,,0,0
Lack CAS,SCris_Chat,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.str,M,Black,,73,,,0,,0,11
Lack CAS,SCris_Chat,Cactospiza pallida,Camarhynchus,pallidus,,Cam.pal,Cam.pal.str,M,Black,,73,,,9,,0,0
